,Tempo_Fila_1,Tempo_Servidor_1,Tempo_Fila_2,Tempo_Servidor_2,Tempo_Fila_3,Tempo_Servidor_3,Tempo_Total_Fila,Tempo_Total_Servico,Tempo_Total_Sistema
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.009695716187861735,0.0,0.08477422876923782,0.0,0.0,0.0,0.09446994495709955,0.09446994495709955
0,0.0,0.1240472239972771,0.0,0.8387647041949419,0.0,0.0,0.0,0.962811928192219,0.962811928192219
0,0.6100000000000005,0.17653465030181875,0.6100000000000005,0.19531373803227947,0.0,0.0,0.6100000000000005,0.3718483883340982,0.9818483883340987
0,0.0,0.12943853327304417,0.0,0.0,0.0,1.4297721226093063,0.0,1.5592106558823504,1.5592106558823504
0,1.010000000000001,0.4181589824096889,0.0,0.0,1.010000000000001,1.190045312505561,1.010000000000001,1.60820429491525,2.618204294915251
0,2.1799999999999753,0.022348761481550322,0.0,0.0,2.1799999999999753,0.01959981607790352,2.1799999999999753,0.041948577559453845,2.221948577559429
0,1.7599999999999745,0.04932816235537225,0.0,0.0,1.7599999999999745,0.34319581825274703,1.7599999999999745,0.39252398060811927,2.152523980608094
0,1.1199999999999761,0.7703518897437192,0.0,0.0,1.1199999999999761,0.4777533283415872,1.1199999999999761,1.2481052180853063,2.368105218085282
0,0.0,0.0027146520057899338,0.0,1.6634385679794101,0.0,0.0,0.0,1.6661532199852,1.6661532199852
0,0.8499999999999823,0.7367235568161454,0.0,0.0,0.8499999999999823,0.6146437822793918,0.8499999999999823,1.3513673390955372,2.2013673390955195
0,0.0,0.9818119824632838,0.0,0.6962549099992389,0.0,0.0,0.0,1.6780668924625228,1.6780668924625228
0,0.5899999999999874,0.10699073960641732,0.5899999999999874,0.10470481577979757,0.0,0.0,0.5899999999999874,0.21169555538621487,0.8016955553862023
0,0.5299999999999887,0.1658070479969514,0.5299999999999887,0.7611240347034538,0.0,0.0,0.5299999999999887,0.9269310827004051,1.4569310827003938
0,0.0,0.6681556742835328,0.0,0.0,0.0,1.1323481661195716,0.0,1.8005038404031044,1.8005038404031044
0,1.2499999999999734,0.040274929999206704,1.2499999999999734,0.6557204990036064,0.0,0.0,1.2499999999999734,0.6959954290028131,1.9459954290027865
0,0.5599999999999881,0.6762228562429852,0.5599999999999881,0.5467178614945508,0.0,0.0,0.5599999999999881,1.222940717737536,1.782940717737524
0,0.9499999999999797,0.15356233327106383,0.9499999999999797,0.6981981366231257,0.0,0.0,0.9499999999999797,0.8517604698941895,1.8017604698941692
0,0.03999999999999915,0.17288808549183576,0.03999999999999915,0.49838583757789157,0.0,0.0,0.03999999999999915,0.6712739230697273,0.7112739230697265
0,0.0,1.110187869091568,0.0,0.0,0.0,1.2608498896104736,0.0,2.371037758702042,2.371037758702042
0,0.0,0.12063283508654203,0.0,0.5385667715399168,0.0,0.0,0.0,0.6591996066264588,0.6591996066264588
0,0.0,0.3339763007270846,0.0,0.736296070928127,0.0,0.0,0.0,1.0702723716552116,1.0702723716552116
0,0.5599999999999881,0.17655229539995498,0.5599999999999881,0.0451705835274658,0.0,0.0,0.5599999999999881,0.2217228789274208,0.7817228789274089
0,0.4599999999999902,0.14702015203377405,0.4599999999999902,0.3937086594629485,0.0,0.0,0.4599999999999902,0.5407288114967226,1.0007288114967128
0,0.0,0.48814985282622947,0.0,0.07542091428312445,0.0,0.0,0.0,0.5635707671093539,0.5635707671093539
0,0.9599999999999795,0.30233280724721145,0.0,0.0,0.9599999999999795,3.1069982863176873,0.9599999999999795,3.409331093564899,4.369331093564878
0,0.0,0.22995037705826485,0.0,1.5149375931021822,0.0,0.0,0.0,1.7448879701604472,1.7448879701604472
0,1.359999999999971,0.1561950449074569,1.359999999999971,1.3098684872820525,0.0,0.0,1.359999999999971,1.4660635321895095,2.8260635321894805
0,1.269999999999973,0.2316297593893303,1.269999999999973,0.45491892474242057,0.0,0.0,1.269999999999973,0.6865486841317509,1.956548684131724
0,3.239999999999931,0.42816757624993407,0.0,0.0,3.239999999999931,2.8793349344363874,3.239999999999931,3.3075025106863216,6.547502510686252
0,5.799999999999876,0.08939340837588744,0.0,0.0,5.799999999999876,0.16727711849714075,5.799999999999876,0.25667052687302816,6.056670526872905
0,1.6099999999999657,0.11375420579005083,1.6099999999999657,0.44016452952688667,0.0,0.0,1.6099999999999657,0.5539187353169375,2.163918735316903
0,0.1599999999999966,0.2625736592998041,0.1599999999999966,0.1056181346148016,0.0,0.0,0.1599999999999966,0.36819179391460566,0.5281917939146022
0,5.099999999999891,0.04893904867264583,0.0,0.0,5.099999999999891,1.3916865545694164,5.099999999999891,1.4406256032420621,6.540625603241954
0,0.0,0.1988484266593791,0.0,1.1478947254457195,0.0,0.0,0.0,1.3467431521050985,1.3467431521050985
0,0.0,0.285640152331881,0.0,0.2494440437105441,0.0,0.0,0.0,0.5350841960424251,0.5350841960424251
0,5.799999999999876,0.08514916098545774,0.0,0.0,5.799999999999876,2.0570583092279118,5.799999999999876,2.1422074702133695,7.942207470213246
0,6.590000000000218,0.3894053627218905,0.0,0.0,6.590000000000218,1.2396513591436251,6.590000000000218,1.6290567218655156,8.219056721865734
0,0.0,0.08756702153221253,0.0,1.787068181018083,0.0,0.0,0.0,1.8746352025502957,1.8746352025502957
0,0.050000000000007816,0.09602504431136656,0.050000000000007816,1.608377223628417,0.0,0.0,0.050000000000007816,1.7044022679397837,1.7544022679397915
